symbol,name
POWR.JK,Cikarang Listrindo Tbk.
INCF.JK,Indo Komoditi Korpora Tbk.
WSBP.JK,Waskita Beton Precast Tbk.
PBSA.JK,Paramita Bangun Sarana Tbk.
PRDA.JK,Prodia Widyahusada Tbk.
BOGA.JK,Bintang Oto Global Tbk.
BRIS.JK,Bank Syariah Indonesia Tbk.
PORT.JK,Nusantara Pelabuhan Handal Tbk
CARS.JK,Industri dan Perdagangan Bintr
MINA.JK,Sanurhasta Mitra Tbk.
CLEO.JK,Sariguna Primatirta Tbk.
TAMU.JK,Pelayaran Tamarin Samudra Tbk.
CSIS.JK,Cahayasakti Investindo Sukses 
TGRA.JK,Terregra Asia Energy Tbk.
FIRE.JK,Alfa Energi Investama Tbk.
TOPS.JK,Totalindo Eka Persada Tbk.
KMTR.JK,Kirana Megatara Tbk.
ARMY.JK,Armidian Karyatama Tbk.
MAPB.JK,MAP Boga Adiperkasa Tbk.
WOOD.JK,Integra Indocabinet Tbk.
HRTA.JK,Hartadinata Abadi Tbk.
MABA.JK,Marga Abhinaya Abadi Tbk.
HOKI.JK,Buyung Poetra Sembada Tbk.
MPOW.JK,Megapower Makmur Tbk.
MARK.JK,Mark Dynamics Indonesia Tbk.
NASA.JK,Andalan Perkasa Abadi Tbk.
MDKI.JK,Emdeki Utama Tbk.
BELL.JK,Trisula Textile Industries Tbk
KIOS.JK,Kioson Komersial Indonesia Tbk
GMFI.JK,Garuda Maintenance Facility Ae
MTWI.JK,Malacca Trust Wuwungan Insuran
ZINC.JK,Kapuas Prima Coal Tbk.
MCAS.JK,M Cash Integrasi Tbk.
PPRE.JK,PP Presisi Tbk.
WEGE.JK,Wijaya Karya Bangunan Gedung T
PSSI.JK,IMC Pelita Logistik Tbk.
MORA.JK,Mora Telematika Indonesia Tbk.
DWGL.JK,Dwi Guna Laksana Tbk.
PBID.JK,Panca Budi Idaman Tbk.
JMAS.JK,Asuransi Jiwa Syariah Jasa Mit
CAMP.JK,Campina Ice Cream Industry Tbk
IPCM.JK,Jasa Armada Indonesia Tbk.
PCAR.JK,Prima Cakrawala Abadi Tbk.
LCKM.JK,LCK Global Kedaton Tbk.
BOSS.JK,Borneo Olah Sarana Sukses Tbk.
HELI.JK,Jaya Trishindo Tbk.
JSKY.JK,Sky Energy Indonesia Tbk.
INPS.JK,Indah Prakasa Sentosa Tbk.
GHON.JK,Gihon Telekomunikasi Indonesia
TDPM.JK,Tianrong Chemicals Industry Tb
DFAM.JK,Dafam Property Indonesia Tbk.
NICK.JK,Charnic Capital Tbk.
BTPS.JK,Bank BTPN Syariah Tbk.
SPTO.JK,Surya Pertiwi Tbk.
PRIM.JK,Royal Prima Tbk.
HEAL.JK,Medikaloka Hermina Tbk.
TRUK.JK,Guna Timur Raya Tbk.
PZZA.JK,Sarimelati Kencana Tbk.
TUGU.JK,Asuransi Tugu Pratama Indonesi
MSIN.JK,MNC Digital Entertainment Tbk.
SWAT.JK,Sriwahana Adityakarta Tbk.
TNCA.JK,Trimuda Nuansa Citra Tbk.
MAPA.JK,Map Aktif Adiperkasa Tbk.
TCPI.JK,Transcoal Pacific Tbk.
IPCC.JK,Indonesia Kendaraan Terminal T
RISE.JK,Jaya Sukses Makmur Sentosa Tbk
BPTR.JK,Batavia Prosperindo Trans Tbk.
POLL.JK,Pollux Properties Indonesia Tb
NFCX.JK,NFC Indonesia Tbk.
MGRO.JK,Mahkota Group Tbk.
NUSA.JK,Sinergi Megah Internusa Tbk.
FILM.JK,MD Entertainment Tbk.
ANDI.JK,Andira Agro Tbk.
LAND.JK,Trimitra Propertindo Tbk.
MOLI.JK,Madusari Murni Indah Tbk.
PANI.JK,Pantai Indah Kapuk Dua Tbk.
DIGI.JK,Arkadia Digital Media Tbk.
CITY.JK,Natura City Developments Tbk.
SAPX.JK,Satria Antaran Prima Tbk.
SURE.JK,Super Energy Tbk.
HKMU.JK,HK Metals Utama Tbk.
MPRO.JK,Maha Properti Indonesia Tbk.
DUCK.JK,Jaya Bersama Indo Tbk.
GOOD.JK,Garudafood Putra Putri Jaya Tb
SKRN.JK,Superkrane Mitra Utama Tbk.
YELO.JK,Yelooo Integra Datanet Tbk.
CAKK.JK,Cahayaputra Asa Keramik Tbk.
SATU.JK,Kota Satu Properti Tbk.
SOSS.JK,Shield On Service Tbk.
DEAL.JK,Dewata Freightinternational Tb
POLA.JK,Pool Advista Finance Tbk.
DIVA.JK,Distribusi Voucher Nusantara T
LUCK.JK,Sentral Mitra Informatika Tbk.
URBN.JK,Urban Jakarta Propertindo Tbk.
SOTS.JK,Satria Mega Kencana Tbk.
ZONE.JK,Mega Perintis Tbk.
PEHA.JK,Phapros Tbk.
FOOD.JK,Sentra Food Indonesia Tbk.
BEEF.JK,Estika Tata Tiara Tbk.
POLI.JK,Pollux Hotels Group Tbk.
CLAY.JK,Citra Putra Realty Tbk.
NATO.JK,Surya Permata Andalan Tbk.
JAYA.JK,Armada Berjaya Trans Tbk.
COCO.JK,Wahana Interfood Nusantara Tbk
MTPS.JK,Meta Epsi Tbk.
CPRI.JK,Capri Nusa Satu Properti Tbk.
HRME.JK,Menteng Heritage Realty Tbk.
POSA.JK,Bliss Properti Indonesia Tbk.
JAST.JK,Jasnita Telekomindo Tbk.
FITT.JK,Hotel Fitra International Tbk.
BOLA.JK,Bali Bintang Sejahtera Tbk.
CCSI.JK,Communication Cable Systems In
SFAN.JK,Surya Fajar Capital Tbk.
POLU.JK,Golden Flower Tbk.
KJEN.JK,Krida Jaringan Nusantara Tbk.
KAYU.JK,Darmi Bersaudara Tbk.
ITIC.JK,Indonesian Tobacco Tbk.
PAMG.JK,Bima Sakti Pertiwi Tbk.
IPTV.JK,MNC Vision Networks Tbk.
BLUE.JK,Berkah Prima Perkasa Tbk.
ENVY.JK,Envy Technologies Indonesia Tb
EAST.JK,Eastparc Hotel Tbk.
LIFE.JK,MSIG Life Insurance Indonesia 
FUJI.JK,Fuji Finance Indonesia Tbk.
KOTA.JK,DMS Propertindo Tbk.
INOV.JK,Inocycle Technology Group Tbk.
ARKA.JK,Arkha Jayanti Persada Tbk.
SMKL.JK,Satyamitra Kemas Lestari Tbk.
HDIT.JK,Hensel Davest Indonesia Tbk.
KEEN.JK,Kencana Energi Lestari Tbk.
BAPI.JK,Bhakti Agung Propertindo Tbk.
TFAS.JK,Telefast Indonesia Tbk.
GGRP.JK,Gunung Raja Paksi Tbk.
OPMS.JK,Optima Prima Metal Sinergi Tbk
NZIA.JK,Nusantara Almazia Tbk.
SLIS.JK,Gaya Abadi Sempurna Tbk.
PURE.JK,Trinitan Metals and Minerals T
IRRA.JK,Itama Ranoraya Tbk.
DMMX.JK,Digital Mediatama Maxima Tbk.
SINI.JK,Singaraja Putra Tbk.
WOWS.JK,Ginting Jaya Energi Tbk.
ESIP.JK,Sinergi Inti Plastindo Tbk.
TEBE.JK,Dana Brata Luhur Tbk.
KEJU.JK,Mulia Boga Raya Tbk.
PSGO.JK,Palma Serasih Tbk.
AGAR.JK,Asia Sejahtera Mina Tbk.
IFSH.JK,Ifishdeco Tbk.
REAL.JK,Repower Asia Indonesia Tbk.
IFII.JK,Indonesia Fibreboard Industry 
PMJS.JK,Putra Mandiri Jembar Tbk.
UCID.JK,Uni-Charm Indonesia Tbk.
GLVA.JK,Galva Technologies Tbk.
PGJO.JK,Bahtera Bumi Raya Tbk.
AMAR.JK,Bank Amar Indonesia Tbk.
CSRA.JK,Cisadane Sawit Raya Tbk.
INDO.JK,Royalindo Investa Wijaya Tbk.
AMOR.JK,Ashmore Asset Management Indon
TRIN.JK,Perintis Triniti Properti Tbk.
DMND.JK,Diamond Food Indonesia Tbk.
PURA.JK,Putra Rajawali Kencana Tbk.
PTPW.JK,Pratama Widya Tbk.
TAMA.JK,Lancartama Sejati Tbk.
IKAN.JK,Era Mandiri Cemerlang Tbk.
SAMF.JK,Saraswanti Anugerah Makmur Tbk
SBAT.JK,Sejahtera Bintang Abadi Textil
KBAG.JK,Karya Bersama Anugerah Tbk.
CBMF.JK,Cahaya Bintang Medan Tbk.
RONY.JK,Aracord Nusantara Group Tbk.
CSMI.JK,Cipta Selera Murni Tbk.
BBSS.JK,Bumi Benowo Sukses Sejahtera T
BHAT.JK,Bhakti Multi Artha Tbk.
CASH.JK,Cashlez Worldwide Indonesia Tb
TECH.JK,Indosterling Technomedia Tbk.
EPAC.JK,Megalestari Epack Sentosaraya 
UANG.JK,Pakuan Tbk.
PGUN.JK,Pradiksi Gunatama Tbk.
SOFA.JK,Solusi Environment Asia Tbk.
PPGL.JK,Prima Globalindo Logistik Tbk.
TOYS.JK,Sunindo Adipersada Tbk.
SGER.JK,Sumber Global Energy Tbk.
TRJA.JK,Transkon Jaya Tbk.
PNGO.JK,Pinago Utama Tbk.
SCNP.JK,Selaras Citra Nusantara Perkas
BBSI.JK,Krom Bank Indonesia Tbk.
KMDS.JK,Kurniamitra Duta Sentosa Tbk.
PURI.JK,Puri Global Sukses Tbk.
SOHO.JK,Soho Global Health Tbk.
HOMI.JK,Grand House Mulia Tbk.
ROCK.JK,Rockfields Properti Indonesia 
ENZO.JK,Morenzo Abadi Perkasa Tbk.
PLAN.JK,Planet Properindo Jaya Tbk.
PTDU.JK,Djasa Ubersakti Tbk.
ATAP.JK,Trimitra Prawara Goldland Tbk.
VICI.JK,Victoria Care Indonesia Tbk.
PMMP.JK,Panca Mitra Multiperdana Tbk.
BANK.JK,Bank Aladin Syariah Tbk.
WMUU.JK,Widodo Makmur Unggas Tbk.
EDGE.JK,Indointernet Tbk.
UNIQ.JK,Ulima Nitra Tbk.
BEBS.JK,Berkah Beton Sadaya Tbk.
SNLK.JK,Sunter Lakeside Hotel Tbk.
ZYRX.JK,Zyrexindo Mandiri Buana Tbk.
LFLO.JK,Imago Mulia Persada Tbk.
FIMP.JK,Fimperkasa Utama Tbk.
TAPG.JK,Triputra Agro Persada Tbk.
NPGF.JK,Nusa Palapa Gemilang Tbk.
LUCY.JK,Lima Dua Lima Tiga Tbk.
ADCP.JK,Adhi Commuter Properti Tbk.
HOPE.JK,Harapan Duta Pertiwi Tbk.
MGLV.JK,Panca Anugrah Wisesa Tbk.
TRUE.JK,Triniti Dinamik Tbk.
LABA.JK,Green Power Group Tbk.
ARCI.JK,Archi Indonesia Tbk.
IPAC.JK,Era Graharealty Tbk.
MASB.JK,Bank Multiarta Sentosa Tbk.
BMHS.JK,Bundamedik Tbk.
FLMC.JK,Falmaco Nonwoven Industri Tbk.
NICL.JK,PAM Mineral Tbk.
UVCR.JK,Trimegah Karya Pratama Tbk.
BUKA.JK,Bukalapak.com Tbk.
HAIS.JK,Hasnur Internasional Shipping 
OILS.JK,Indo Oil Perkasa Tbk.
GPSO.JK,Geoprima Solusi Tbk.
MCOL.JK,Prima Andalan Mandiri Tbk.
RSGK.JK,Kedoya Adyaraya Tbk.
RUNS.JK,Global Sukses Solusi Tbk.
SBMA.JK,Surya Biru Murni Acetylene Tbk
CMNT.JK,Cemindo Gemilang Tbk.
GTSI.JK,GTS Internasional Tbk.
IDEA.JK,Idea Indonesia Akademi Tbk.
KUAS.JK,Ace Oldfields Tbk.
BOBA.JK,Formosa Ingredient Factory Tbk
MTEL.JK,Dayamitra Telekomunikasi Tbk.
DEPO.JK,Caturkarda Depo Bangunan Tbk.
BINO.JK,Perma Plasindo Tbk.
CMRY.JK,Cisarua Mountain Dairy Tbk.
WGSH.JK,Wira Global Solusi Tbk.
TAYS.JK,Jaya Swarasa Agung Tbk.
WMPP.JK,Widodo Makmur Perkasa Tbk.
RMKE.JK,RMK Energy Tbk.
OBMD.JK,OBM Drilchem Tbk.
AVIA.JK,Avia Avian Tbk.
IPPE.JK,Indo Pureco Pratama Tbk.
NASI.JK,Wahana Inti Makmur Tbk.
BSML.JK,Bintang Samudera Mandiri Lines
DRMA.JK,Dharma Polimetal Tbk.
ADMR.JK,Alamtri Minerals Indonesia Tbk
SEMA.JK,Semacom Integrated Tbk.
ASLC.JK,Autopedia Sukses Lestari Tbk.
NETV.JK,MDTV Media Technologies Tbk.
BAUT.JK,Mitra Angkasa Sejahtera Tbk.
ENAK.JK,Champ Resto Indonesia Tbk.
NTBK.JK,Nusatama Berkah Tbk.
SMKM.JK,Sumber Mas Konstruksi Tbk.
STAA.JK,Sumber Tani Agung Resources Tb
NANO.JK,Nanotech Indonesia Global Tbk.
BIKE.JK,Sepeda Bersama Indonesia Tbk.
WIRG.JK,WIR ASIA Tbk.
SICO.JK,Sigma Energy Compressindo Tbk.
GOTO.JK,GoTo Gojek Tokopedia Tbk.
TLDN.JK,Teladan Prima Agro Tbk.
MTMH.JK,Murni Sadar Tbk.
WINR.JK,Winner Nusantara Jaya Tbk.
IBOS.JK,Indo Boga Sukses Tbk.
OLIV.JK,Oscar Mitra Sukses Sejahtera T
ASHA.JK,Cilacap Samudera Fishing Indus
SWID.JK,Saraswanti Indoland Developmen
TRGU.JK,Cerestar Indonesia Tbk.
ARKO.JK,Arkora Hydro Tbk.
CHEM.JK,Chemstar Indonesia Tbk.
DEWI.JK,Dewi Shri Farmindo Tbk.
AXIO.JK,Tera Data Indonusa Tbk.
KRYA.JK,Bangun Karya Perkasa Jaya Tbk.
HATM.JK,Habco Trans Maritima Tbk.
RCCC.JK,Utama Radar Cahaya Tbk.
GULA.JK,Aman Agrindo Tbk.
JARR.JK,Jhonlin Agro Raya Tbk.
AMMS.JK,Agung Menjangan Mas Tbk.
RAFI.JK,Sari Kreasi Boga Tbk.
KKES.JK,Kusuma Kemindo Sentosa Tbk.
ELPI.JK,Pelayaran Nasional Ekalya Purn
EURO.JK,Estee Gold Feet Tbk.
KLIN.JK,Klinko Karya Imaji Tbk.
TOOL.JK,Rohartindo Nusantara Luas Tbk.
BUAH.JK,Segar Kumala Indonesia Tbk.
CRAB.JK,Toba Surimi Industries Tbk.
MEDS.JK,Hetzer Medical Indonesia Tbk.
COAL.JK,Black Diamond Resources Tbk.
PRAY.JK,Famon Awal Bros Sedaya Tbk.
CBUT.JK,Citra Borneo Utama Tbk.
BELI.JK,Global Digital Niaga Tbk.
MKTR.JK,Menthobi Karyatama Raya Tbk.
OMED.JK,Jayamas Medica Industri Tbk.
BSBK.JK,Wulandari Bangun Laksana Tbk.
PDPP.JK,Primadaya Plastisindo Tbk.
KDTN.JK,Puri Sentul Permai Tbk.
ZATA.JK,Bersama Zatta Jaya Tbk.
NINE.JK,Techno9 Indonesia Tbk.
MMIX.JK,Multi Medika Internasional Tbk
PADA.JK,Personel Alih Daya Tbk.
ISAP.JK,Isra Presisi Indonesia Tbk.
VTNY.JK,Venteny Fortuna International 
SOUL.JK,Mitra Tirta Buwana Tbk.
ELIT.JK,Data Sinergitama Jaya Tbk.
BEER.JK,Jobubu Jarum Minahasa Tbk.
CBPE.JK,Citra Buana Prasida Tbk.
SUNI.JK,Sunindo Pratama Tbk.
CBRE.JK,Cakra Buana Resources Energi T
WINE.JK,Hatten Bali Tbk.
BMBL.JK,Lavender Bina Cendikia Tbk.
PEVE.JK,Penta Valent Tbk.
LAJU.JK,Jasa Berdikari Logistics Tbk.
FWCT.JK,Wijaya Cahaya Timber Tbk.
NAYZ.JK,Hassana Boga Sejahtera Tbk.
IRSX.JK,Folago Global Nusantara Tbk.
PACK.JK,Abadi Nusantara Hijau Investam
VAST.JK,Vastland Indonesia Tbk.
CHIP.JK,Pelita Teknologi Global Tbk.
HALO.JK,Haloni Jane Tbk.
KING.JK,Hoffmen Cleanindo Tbk.
PGEO.JK,Pertamina Geothermal Energy Tb
FUTR.JK,Futura Energi Global Tbk.
HILL.JK,Hillcon Tbk.
BDKR.JK,Berdikari Pondasi Perkasa Tbk.
PTMP.JK,Mitra Pack Tbk.
SAGE.JK,Saptausaha Gemilangindah Tbk.
TRON.JK,Teknologi Karya Digital Nusa T
CUAN.JK,Petrindo Jaya Kreasi Tbk.
NSSS.JK,Nusantara Sawit Sejahtera Tbk.
GTRA.JK,Grahaprima Suksesmandiri Tbk.
HAJJ.JK,Arsy Buana Travelindo Tbk.
JATI.JK,Informasi Teknologi Indonesia 
TYRE.JK,King Tire Indonesia Tbk.
MPXL.JK,MPX Logistics International Tb
SMIL.JK,Sarana Mitra Luas Tbk.
KLAS.JK,Pelayaran Kurnia Lautan Semest
MAXI.JK,Maxindo Karya Anugerah Tbk.
VKTR.JK,VKTR Teknologi Mobilitas Tbk.
RELF.JK,Graha Mitra Asia Tbk.
AMMN.JK,Amman Mineral Internasional Tb
CRSN.JK,Carsurin Tbk.
GRPM.JK,Graha Prima Mentari Tbk.
WIDI.JK,Widiant Jaya Krenindo Tbk.
TGUK.JK,Platinum Wahab Nusantara Tbk.
INET.JK,Sinergi Inti Andalan Prima Tbk
MAHA.JK,Mandiri Herindo Adiperkasa Tbk
RMKO.JK,Royaltama Mulia Kontraktorindo
CNMA.JK,Nusantara Sejahtera Raya Tbk.
FOLK.JK,Multi Garam Utama Tbk.
HBAT.JK,Minahasa Membangun Hebat Tbk.
GRIA.JK,Ingria Pratama Capitalindo Tbk
PPRI.JK,Paperocks Indonesia Tbk.
ERAL.JK,Sinar Eka Selaras Tbk.
CYBR.JK,ITSEC Asia Tbk.
MUTU.JK,Mutuagung Lestari Tbk.
LMAX.JK,Lupromax Pelumas Indonesia Tbk
HUMI.JK,Humpuss Maritim Internasional 
MSIE.JK,Multisarana Intan Eduka Tbk.
RSCH.JK,Charlie Hospital Semarang Tbk.
BABY.JK,Multitrend Indo Tbk.
AEGS.JK,Anugerah Spareparts Sejahtera 
IOTF.JK,Sumber Sinergi Makmur Tbk.
KOCI.JK,Kokoh Exa Nusantara Tbk.
PTPS.JK,Pulau Subur Tbk.
BREN.JK,Barito Renewables Energy Tbk.
STRK.JK,Lovina Beach Brewery Tbk.
KOKA.JK,Koka Indonesia Tbk.
LOPI.JK,Logisticsplus International Tb
UDNG.JK,Agro Bahari Nusantara Tbk.
RGAS.JK,Kian Santang Muliatama Tbk.
MSTI.JK,Mastersystem Infotama Tbk.
IKPM.JK,Ikapharmindo Putramas Tbk.
AYAM.JK,Janu Putra Sejahtera Tbk.
SURI.JK,Maja Agung Latexindo Tbk.
ASLI.JK,Asri Karya Lestari Tbk.
GRPH.JK,Griptha Putra Persada Tbk.
SMGA.JK,Sumber Mineral Global Abadi Tb
UNTD.JK,Terang Dunia Internusa Tbk.
TOSK.JK,Topindo Solusi Komunika Tbk.
MPIX.JK,Mitra Pedagang Indonesia Tbk.
ALII.JK,Ancara Logistics Indonesia Tbk
MKAP.JK,Multikarya Asia Pasifik Raya T
MEJA.JK,Harta Djaya Karya Tbk.
LIVE.JK,Homeco Victoria Makmur Tbk.
HYGN.JK,Ecocare Indo Pasifik Tbk.
BAIK.JK,Bersama Mencapai Puncak Tbk.
VISI.JK,Satu Visi Putra Tbk.
AREA.JK,Dunia Virtual Online Tbk.
MHKI.JK,Multi Hanna Kreasindo Tbk.
ATLA.JK,Atlantis Subsea Indonesia Tbk.
DATA.JK,Remala Abadi Tbk.
SOLA.JK,Xolare RCR Energy Tbk.
BATR.JK,Benteng Api Technic Tbk.
SPRE.JK,Soraya Berjaya Indonesia Tbk.
PART.JK,Cipta Perdana Lancar Tbk.
GOLF.JK,Intra Golflink Resorts Tbk.
ISEA.JK,Indo American Seafoods Tbk.
BLES.JK,Superior Prima Sukses Tbk.
GUNA.JK,Gunanusa Eramandiri Tbk.
LABS.JK,UBC Medical Indonesia Tbk.
DOSS.JK,Global Sukses Digital Tbk.
NEST.JK,Esta Indonesia Tbk.
PTMR.JK,Master Print Tbk.
VERN.JK,Verona Indah Pictures Tbk.
DAAZ.JK,Daaz Bara Lestari Tbk.
BOAT.JK,Newport Marine Services Tbk.
NAIK.JK,Adiwarna Anugerah Abadi Tbk.
AADI.JK,Adaro Andalan Indonesia Tbk.
MDIY.JK,Daya Intiguna Yasa Tbk.
KSIX.JK,Kentanix Supra International T
RATU.JK,Raharja Energi Cepu Tbk.
YOII.JK,Asuransi Digital Bersama Tbk.
HGII.JK,Hero Global Investment Tbk.
BRRC.JK,Raja Roti Cemerlang Tbk.
DGWG.JK,Delta Giri Wacana Tbk.
CBDK.JK,Bangun Kosambi Sukses Tbk.
OBAT.JK,Brigit Biofarmaka Teknologi Tb
MINE.JK,Sinar Terang Mandiri Tbk.
ASPR.JK,Asia Pramulia Tbk.
PSAT.JK,Pancaran Samudera Transport Tb
COIN.JK,Indokripto Koin Semesta Tbk.
CDIA.JK,Chandra Daya Investasi Tbk.
BLOG.JK,Trimitra Trans Persada Tbk.
MERI.JK,Merry Riana Edukasi Tbk.
CHEK.JK,Diastika Biotekindo Tbk.
PMUI.JK,Prima Multi Usaha Indonesia Tb
EMAS.JK,Merdeka Gold Resources Tbk.
PJHB.JK,Pelayaran Jaya Hidup Baru Tbk.
RLCO.JK,Abadi Lestari Indonesia Tbk.
SUPA.JK,Super Bank Indonesia Tbk.
KAQI.JK,Jantra Grupo Indonesia Tbk.
YUPI.JK,Yupi Indo Jelly Gum Tbk.
FORE.JK,Fore Kopi Indonesia Tbk.
MDLA.JK,Medela Potentia Tbk.
DKHH.JK,Cipta Sarana Medika Tbk.
AYLS.JK,Agro Yasa Lestari Tbk.
DADA.JK,Diamond Citra Propertindo Tbk.
ASPI.JK,Andalan Sakti Primaindo Tbk.
ESTA.JK,Esta Multi Usaha Tbk.
BESS.JK,Batulicin Nusantara Maritim Tb
AMAN.JK,Makmur Berkah Amanda Tbk.
CARE.JK,Metro Healthcare Indonesia Tbk
PIPA.JK,Multi Makmur Lemindo Tbk.
NCKL.JK,Trimegah Bangun Persada Tbk.
MENN.JK,Menn Teknologi Indonesia Tbk.
AWAN.JK,Era Digital Media Tbk.
MBMA.JK,Merdeka Battery Materials Tbk.
RAAM.JK,Tripar Multivision Plus Tbk.
DOOH.JK,Era Media Sejahtera Tbk.
CGAS.JK,Citra Nusantara Gemilang Tbk.
NICE.JK,Adhi Kartiko Pratama Tbk.
MSJA.JK,Multi Spunindo Jaya Tbk.
SMLE.JK,Sinergi Multi Lestarindo Tbk.
ACRO.JK,Samcro Hyosung Adilestari Tbk.
MANG.JK,Manggung Polahraya Tbk.
WIFI.JK,Solusi Sinergi Digital Tbk.
FAPA.JK,FAP Agri Tbk.
DCII.JK,DCI Indonesia Tbk.
KETR.JK,Ketrosden Triasmitra Tbk.
DGNS.JK,Diagnos Laboratorium Utama Tbk
UFOE.JK,Damai Sejahtera Abadi Tbk.
ADMF.JK,Adira Dinamika Multi Finance T
ADMG.JK,Polychem Indonesia Tbk
ADRO.JK,Alamtri Resources Indonesia Tb
AGII.JK,Samator Indo Gas Tbk.
AGRO.JK,Bank Raya Indonesia Tbk.
AGRS.JK,Bank IBK Indonesia Tbk.
AHAP.JK,Asuransi Harta Aman Pratama Tb
AIMS.JK,Artha Mahiya Investama Tbk.
PNSE.JK,Pudjiadi & Sons Tbk.
POLY.JK,Asia Pacific Fibers Tbk
POOL.JK,Pool Advista Indonesia Tbk.
PPRO.JK,PP Properti Tbk.

